ticker,sector,industry,marketCap,sharesOutstanding,message
LGIH,Consumer Cyclical,Residential Construction,2706325248.0,25100400.0,
DLTR,Consumer Defensive,Discount Stores,25059708928.0,235192000.0,
ORA,Utilities,Utilities—Renewable,4270169088.0,55841100.0,
GBLI,Financial Services,Insurance—Property & Casualty,378091424.0,10242700.0,
LAZ,Financial Services,Capital Markets,4280054016.0,105032000.0,
FSTR,Industrials,Railroads,163230224.0,10745900.0,
AMD,Technology,Semiconductors,110353014784.0,1204070016.0,
CNS,Financial Services,Asset Management,3600174336.0,47785700.0,
AHC,Communication Services,Publishing,31473288.0,18941300.0,
FALC,Technology,Software—Application,47358720.0,5919840.0,
VIDE,Technology,Computer Hardware,7053948.0,5878290.0,
LMAT,Healthcare,Medical Instruments & Supplies,705053696.0,20342000.0,
SMMF,Financial Services,Banks—Regional,283148320.0,12982500.0,
CSX,Industrials,Railroads,69158600704.0,764774976.0,
SIEB,Financial Services,Capital Markets,126291096.0,30953700.0,
ORCL,Technology,Software—Infrastructure,182490038272.0,3007160064.0,
EQR,Real Estate,REIT—Residential,21940590592.0,372252992.0,
IRIX,Healthcare,Medical Devices,25710560.0,13897600.0,
BCPC,Basic Materials,Specialty Chemicals,3614911744.0,32351100.0,
LEN,Consumer Cyclical,Residential Construction,22214502400.0,275116000.0,
EPR,Real Estate,REIT—Retail,2447378432.0,74615200.0,
UEIC,Technology,Consumer Electronics,722546752.0,13749700.0,
MMM,Industrials,Specialty Industrial Machinery,100378566656.0,576822016.0,
TBI,Industrials,Staffing & Employment Services,708434368.0,35472800.0,
PCH,Real Estate,REIT—Specialty,3202552832.0,66873100.0,
UNTY,Financial Services,Banks—Regional,196940912.0,10565500.0,
COLB,Financial Services,Banks—Regional,2406664192.0,71605600.0,
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",314329920.0,21768000.0,
COF,Financial Services,Credit Services,42158280704.0,457396992.0,
SASR,Financial Services,Banks—Regional,1487417472.0,47040400.0,
GTN,Communication Services,Broadcasting,1753670400.0,89113000.0,
HE,Utilities,Utilities—Regulated Electric,4091012096.0,109181000.0,
PRI,Financial Services,Insurance—Life,5283149312.0,39303300.0,
REX,Energy,Oil & Gas Refining & Marketing,523401184.0,5992000.0,
TGEN,Industrials,Building Products & Equipment,32305388.0,24850300.0,
SNPS,Technology,Software—Infrastructure,36077367296.0,151762000.0,
OLP,Real Estate,REIT—Diversified,431993088.0,20580900.0,
FBIZ,Financial Services,Banks—Regional,163295040.0,8529010.0,
FEIM,Technology,Communication Equipment,98955760.0,9162570.0,
AGCO,Industrials,Farm & Heavy Construction Machinery,6716238336.0,74899504.0,
KAMN,Industrials,Aerospace & Defense,1567924736.0,27677400.0,
CSU,Healthcare,Medical Care Facilities,32233442.0,31914300.0,
MN,Financial Services,Asset Management,106365656.0,16490800.0,
ZION,Financial Services,Banks—Regional,6836020224.0,164012000.0,
MKTX,Financial Services,Capital Markets,20235802624.0,37963500.0,
TTMI,Technology,Electronic Components,1414331520.0,106742000.0,
FRGI,Consumer Cyclical,Restaurants,321936352.0,25920800.0,
OKE,Energy,Oil & Gas Midstream,18473582592.0,444396992.0,
MPC,Energy,Oil & Gas Refining & Marketing,27919433728.0,650651008.0,
RNWK,Communication Services,Electronic Gaming & Multimedia,59327644.0,38275900.0,
HHC,Real Estate,Real Estate—Diversified,4262558464.0,54922800.0,
PTSI,Industrials,Trucking,268948512.0,5734510.0,
WMB,Energy,Oil & Gas Midstream,26614030336.0,1213590016.0,
JCS,Technology,Communication Equipment,42408184.0,9320480.0,
TKR,Industrials,Tools & Accessories,5698436096.0,75356200.0,
MLHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2247065600.0,58900800.0,
DNB,Technology,Information Technology Services,10808646656.0,423039008.0,
SHO,Real Estate,REIT—Hotel & Motel,2378465024.0,215636000.0,
LEA,Consumer Cyclical,Auto Parts,9306613760.0,60038800.0,
SJI,Utilities,Utilities—Diversified,2309546240.0,100590000.0,
CSCD,,,,,'regularMarketOpen'
SN,,,,,'regularMarketOpen'
EAT,Consumer Cyclical,Restaurants,2415736576.0,45289400.0,
WTFC,Financial Services,Banks—Regional,3513484288.0,57635900.0,
ARIS,,,,,'regularMarketOpen'
QCRH,Financial Services,Banks—Regional,616890240.0,15793400.0,
AMZN,Consumer Cyclical,Internet Retail,1563666808832.0,500889984.0,
RPRX,Healthcare,Biotechnology,26516428800.0,365899008.0,
BKSC,Financial Services,Banks—Regional,89928464.0,5520470.0,
DEPO,,,,,'regularMarketOpen'
BANR,Financial Services,Banks—Regional,1573911552.0,35155600.0,
REE,,,,,'regularMarketOpen'
AR,Energy,Oil & Gas E&P,1383660800.0,268672000.0,
FST,Financial Services,Shell Companies,250125008.0,20000000.0,
LRCX,Technology,Semiconductor Equipment & Materials,70809223168.0,144008992.0,
AIV,Real Estate,REIT—Residential,6314775552.0,155612992.0,
OC,Industrials,Building Products & Equipment,8033053184.0,108233000.0,
SGC,Consumer Cyclical,Apparel Manufacturing,336174304.0,15435000.0,
CHCO,Financial Services,Banks—Regional,1108468480.0,15787900.0,
AVD,Basic Materials,Agricultural Inputs,495505152.0,30287600.0,
CERN,Healthcare,Health Information Services,22844022784.0,306590016.0,
SPAR,,,,,'regularMarketOpen'
FSBK,,,,,'regularMarketOpen'
SPPI,Healthcare,Biotechnology,688751808.0,145922000.0,
TWC,,,,,'regularMarketOpen'
ALB,Basic Materials,Specialty Chemicals,14760262656.0,106457000.0,
GST,,,,,'regularMarketOpen'
CRCM,,,,,'regularMarketOpen'
SPN,,,,,'regularMarketOpen'
HDSN,Basic Materials,Specialty Chemicals,62716524.0,42664300.0,
SMRT,,,,,'sector'
STRZA,,,,,'regularMarketOpen'
RDC,,,,,'regularMarketOpen'
SHLD,,,,,'sector'
VRNG,,,,,'regularMarketOpen'
BBOX,,,,,'regularMarketOpen'
SYMC,,,,,'regularMarketOpen'
WLFC,Industrials,Rental & Leasing Services,234343824.0,5975110.0,
DGICA,Financial Services,Insurance—Property & Casualty,413727840.0,24195200.0,
ODFL,Industrials,Trucking,23558891520.0,117331000.0,
LNG,Energy,Oil & Gas Midstream,15270145024.0,252274000.0,
PPS,,,,,'regularMarketOpen'
CSUH,,,,,'regularMarketOpen'
ASUR,Technology,Software—Application,119304752.0,15907300.0,
SHOS,,,,,'regularMarketOpen'
TDG,Industrials,Aerospace & Defense,32758978560.0,54435900.0,
PNRA,,,,,'regularMarketOpen'
DMND,,,,,'regularMarketOpen'
TUMI,,,,,'regularMarketOpen'
CIZN,Financial Services,Banks—Regional,119116328.0,5587070.0,
TST,,,,,'regularMarketOpen'
AVHI,,,,,'regularMarketOpen'
SPSC,Technology,Software—Infrastructure,3418244864.0,35308800.0,
KERX,,,,,'regularMarketOpen'
ATRM,,,,,'regularMarketOpen'
DATA,,,,,'regularMarketOpen'
PNY,,,,,'regularMarketOpen'
LTC,Real Estate,REIT—Healthcare Facilities,1516711040.0,39242200.0,
LGCY,,,,,'sector'
NHTB,,,,,'regularMarketOpen'
NXTM,,,,,'regularMarketOpen'
MTGE,,,,,'regularMarketOpen'
JBLU,Industrials,Airlines,4653993472.0,314459008.0,
PRK,Financial Services,Banks—Regional,1692761472.0,16314200.0,
FMD,,,,,'regularMarketOpen'
VALU,Financial Services,Financial Data & Stock Exchanges,305290976.0,9609410.0,
CLFD,Technology,Communication Equipment,346983008.0,13647000.0,
AGYS,Technology,Software—Application,935862848.0,23591200.0,
SYNC,Technology,Software—Infrastructure,58673712.0,39644400.0,
BKJ,,,,,'regularMarketOpen'
IFMI,,,,,'regularMarketOpen'
WDFC,Basic Materials,Specialty Chemicals,3581134336.0,13664800.0,
MENT,,,,,'regularMarketOpen'
CDE,Basic Materials,Gold,2081488384.0,243734000.0,
ISIG,Communication Services,Advertising Agencies,11130270.0,12235100.0,
WAYN,Financial Services,Banks—Regional,51270676.0,2493710.0,
TWX,,,,,'regularMarketOpen'
ROST,Consumer Cyclical,Apparel Retail,40216158208.0,356463008.0,
WDR,Financial Services,Asset Management,1577757440.0,62510200.0,
SMBC,Financial Services,Banks—Regional,278316448.0,9119150.0,
NKSH,Financial Services,Banks—Regional,211863312.0,6479000.0,
ESRX,,,,,'regularMarketOpen'
FXCM,,,,,'regularMarketOpen'
WTBA,Financial Services,Banks—Regional,340255744.0,16469300.0,
LTS,,,,,'regularMarketOpen'
EXPO,Industrials,Consulting Services,4457690624.0,51629500.0,
ALOG,,,,,'regularMarketOpen'
BBG,,,,,'regularMarketOpen'
UNT,,,,,'regularMarketOpen'
LBAI,Financial Services,Banks—Regional,632878720.0,50468800.0,
ASYS,Technology,Semiconductor Equipment & Materials,87895000.0,14048200.0,
HFWA,Financial Services,Banks—Regional,853228736.0,35910300.0,
PGI,,,,,'regularMarketOpen'
SNTA,,,,,'regularMarketOpen'
LION,,,,,'regularMarketOpen'
LPNT,,,,,'regularMarketOpen'
NCT,,,,,'regularMarketOpen'
ATW,,,,,'regularMarketOpen'
FHN,Financial Services,Banks—Regional,7112381440.0,554787968.0,
TPL,Energy,Oil & Gas E&P,5367262720.0,7756160.0,
THK,,,,,'regularMarketOpen'
INS,Technology,Software—Application,384141504.0,8929370.0,
WWE,Communication Services,Entertainment,3442384384.0,46695000.0,
ZLTQ,,,,,'regularMarketOpen'
LYB,Basic Materials,Specialty Chemicals,29551833088.0,333919008.0,
WLDN,Industrials,Engineering & Construction,460498528.0,12073900.0,
BEBE,Consumer Cyclical,Apparel Retail,61420140.0,11374100.0,
CBLI,Healthcare,Biotechnology,37226904.0,13016400.0,
MNRO,Consumer Cyclical,Auto Parts,1598755200.0,33307400.0,
RIGL,Healthcare,Biotechnology,539049344.0,168980992.0,
WFC,Financial Services,Banks—Diversified,120230969344.0,4134490112.0,
MRLN,Financial Services,Credit Services,152195888.0,11974500.0,
EXA,,,,,'regularMarketOpen'
OPHT,,,,,'sector'
EME,Industrials,Engineering & Construction,4943754240.0,54930600.0,
VVUS,,,,,"BeautifulSoup4 (bs4) not found, please install it"
NVL,,,,,'regularMarketOpen'
AVP,,,,,'regularMarketOpen'
HSKA,Healthcare,Diagnostics & Research,1340213632.0,9454770.0,
GAIA,Communication Services,Internet Content & Information,194899280.0,13783000.0,
WPO,,,,,'regularMarketOpen'
RECN,,,,,'regularMarketOpen'
WGP,,,,,'regularMarketOpen'
DEI,Real Estate,REIT—Office,5461177856.0,175375008.0,
BID,,,,,'regularMarketOpen'
VVC,,,,,'regularMarketOpen'
CCMP,Technology,Semiconductor Equipment & Materials,4206944256.0,29081600.0,
DG,Consumer Defensive,Discount Stores,50619654144.0,245000992.0,
KEX,Industrials,Marine Shipping,3271525120.0,60039000.0,
LORL,Communication Services,Telecom Services,664127168.0,21427100.0,
ADGE,,,,,'regularMarketOpen'
MUSA,Consumer Cyclical,Specialty Retail,3580104192.0,28567700.0,
STBZ,,,,,'regularMarketOpen'
NSM,,,,,'regularMarketOpen'
SCG,,,,,'regularMarketOpen'
AYI,Industrials,Electrical Equipment & Parts,4274484224.0,36836300.0,
TIK,,,,,'regularMarketOpen'
WSTC,,,,,'regularMarketOpen'
MHLD,Financial Services,Insurance—Reinsurance,178930528.0,84801200.0,
APOL,,,,,'regularMarketOpen'
CSS,,,,,'regularMarketOpen'
IPDN,Industrials,Staffing & Employment Services,19229700.0,12819800.0,
BKD,Healthcare,Medical Care Facilities,735373888.0,183384992.0,
MA,Financial Services,Credit Services,326413189120.0,988470016.0,
CREG,Utilities,Utilities—Renewable,12220588.0,3125470.0,
CBNJ,,,,,'regularMarketOpen'
ESS,Real Estate,REIT—Residential,15906010112.0,65204600.0,
BUSE,Financial Services,Banks—Regional,1155325440.0,54522200.0,
SCI,Consumer Cyclical,Personal Services,8493821952.0,172744000.0,
KRA,Basic Materials,Specialty Chemicals,886357504.0,31871900.0,
SUP,Consumer Cyclical,Auto Parts,126935824.0,25591900.0,
QLGC,,,,,'regularMarketOpen'
AMSWA,Technology,Software—Application,534739552.0,30764600.0,
ELSE,Technology,Scientific & Technical Instruments,14668647.0,3395520.0,
GPX,Consumer Defensive,Education & Training Services,210576528.0,17161900.0,
WTI,Energy,Oil & Gas E&P,371458336.0,141778000.0,
PF,,,,,'regularMarketOpen'
OXGN,,,,,'regularMarketOpen'
MELA,,,,,'regularMarketOpen'
NATI,Technology,Software—Application,5243277824.0,131246000.0,
GRA,Basic Materials,Specialty Chemicals,3620609536.0,66190300.0,
UPL,,,,,'sector'
LIME,,,,,'regularMarketOpen'
CYTX,,,,,'regularMarketOpen'
FCN,Industrials,Consulting Services,3921717248.0,35661700.0,
GLPW,,,,,'regularMarketOpen'
SSP,Communication Services,Broadcasting,1142394368.0,69666896.0,
HSWI,,,,,'regularMarketOpen'
WNRL,,,,,'regularMarketOpen'
OMN,,,,,'regularMarketOpen'
TUP,Consumer Cyclical,Packaging & Containers,1613431808.0,49175000.0,
RSYS,,,,,'regularMarketOpen'
CXO,Energy,Oil & Gas E&P,12420216832.0,196304992.0,
ESPR,Healthcare,Biotechnology,812602880.0,27876600.0,
GLBZ,Financial Services,Banks—Regional,28136194.0,2842040.0,
CLMS,,,,,'regularMarketOpen'
SE,Communication Services,Electronic Gaming & Multimedia,94678851584.0,493964000.0,
CLX,Consumer Defensive,Household & Personal Products,25428066304.0,126050000.0,
DVAX,Healthcare,Biotechnology,546458112.0,110173000.0,
MNRK,,,,,'regularMarketOpen'
JNPR,Technology,Communication Equipment,7227813376.0,329736000.0,
VTR,Real Estate,REIT—Healthcare Facilities,18372708352.0,374571008.0,
BOFI,,,,,'regularMarketOpen'
VSI,,,,,'regularMarketOpen'
GAS,,,,,'regularMarketOpen'
WR,,,,,'regularMarketOpen'
FCZA,,,,,'regularMarketOpen'
SKX,Consumer Cyclical,Footwear & Accessories,5533427712.0,135584000.0,
NDLS,Consumer Cyclical,Restaurants,368731328.0,44372000.0,
SREV,Technology,Software—Application,141030160.0,96596000.0,
EDGW,,,,,'regularMarketOpen'
TEP,,,,,'regularMarketOpen'
CSC,,,,,'regularMarketOpen'
FBNK,,,,,'regularMarketOpen'
HTWO,,,,,'regularMarketOpen'
ETE,,,,,'regularMarketOpen'
BCR,,,,,'regularMarketOpen'
MDC,Consumer Cyclical,Residential Construction,3103895296.0,64867200.0,
HBHC,,,,,'regularMarketOpen'
CREE,Technology,Semiconductors,10239552512.0,110340000.0,
RBCAA,Financial Services,Banks—Regional,683702784.0,18716200.0,
ALR,,,,,'regularMarketOpen'
UFPI,Basic Materials,Lumber & Wood Production,3312642560.0,61186600.0,
SCTY,Industrials,Security & Protection Services,251550000.0,22500000.0,
HRG,,,,,'regularMarketOpen'
FN,Technology,Electronic Components,2526223872.0,36938500.0,
ANGI,Communication Services,Internet Content & Information,5947584000.0,77938200.0,
STAY,Consumer Cyclical,Lodging,2496507648.0,177560992.0,
GIII,Consumer Cyclical,Apparel Retail,1099676800.0,48358700.0,
FII,,,,,'regularMarketOpen'
RLGY,Real Estate,Real Estate Services,1548278400.0,115457000.0,
IROQ,Financial Services,Banks—Regional,71223552.0,3240380.0,
BOOM,Energy,Oil & Gas Equipment & Services,696284480.0,14773700.0,
OUTR,,,,,'regularMarketOpen'
PM,Consumer Defensive,Tobacco,132372193280.0,1557319936.0,
PBCT,Financial Services,Banks—Regional,5531768832.0,424867008.0,
ONVI,,,,,'regularMarketOpen'
MXWL,,,,,'regularMarketOpen'
WOOF,,,,,'regularMarketOpen'
PNRG,Energy,Oil & Gas E&P,109101584.0,1994180.0,
KONA,,,,,'sector'
DAR,Consumer Defensive,Packaged Foods,8818119680.0,162068000.0,
EDUC,Communication Services,Publishing,134865344.0,8355970.0,
FBMS,Financial Services,Banks—Regional,637895808.0,21405900.0,
NLST,Technology,Semiconductors,105421640.0,195951008.0,
CRM,Technology,Software—Application,203514298368.0,915000000.0,
OSIR,,,,,'regularMarketOpen'
ONTX,Healthcare,Biotechnology,62142528.0,184948000.0,
ENT,,,,,"BeautifulSoup4 (bs4) not found, please install it"
NTRI,,,,,"BeautifulSoup4 (bs4) not found, please install it"
SPHS,Healthcare,Biotechnology,334379.0,34472100.0,
ULTI,,,,,'regularMarketOpen'
CWT,Utilities,Utilities—Regulated Water,2605635072.0,49840000.0,
CVA,Industrials,Waste Management,1719725440.0,131982000.0,
NWBT,,,,,'regularMarketOpen'
BGG,,,,,'sector'
BMOM,,,,,'regularMarketOpen'
INN,Real Estate,REIT—Hotel & Motel,975694016.0,105709000.0,
SIRO,,,,,'regularMarketOpen'
QTM,,,,,'regularMarketOpen'
HRT,,,,,'regularMarketOpen'
FDX,Industrials,Integrated Freight & Logistics,76012503040.0,262592000.0,
HNSN,,,,,'regularMarketOpen'
RPI,,,,,'regularMarketOpen'
PPHM,,,,,'regularMarketOpen'
FLL,Consumer Cyclical,Resorts & Casinos,94056776.0,27105700.0,
GXP,,,,,'regularMarketOpen'
CFFN,Financial Services,Banks—Regional,1712693248.0,138956000.0,
ANF,Consumer Cyclical,Apparel Retail,1290863616.0,62390700.0,
MHH,Industrials,Staffing & Employment Services,200851696.0,11379700.0,
TPLM,,,,,'regularMarketOpen'
DOOR,Industrials,Building Products & Equipment,2330235136.0,24503000.0,
KKR,Financial Services,Asset Management,22551267328.0,569188992.0,
TLYS,Consumer Cyclical,Apparel Retail,245692432.0,22413600.0,
PESI,Industrials,Waste Management,75597256.0,12153900.0,
VRML,,,,,'regularMarketOpen'
PODD,Healthcare,Medical Devices,15754131456.0,65927900.0,
INBK,Financial Services,Banks—Regional,269907712.0,9800570.0,
MAR,Consumer Cyclical,Lodging,41679904768.0,324332000.0,
TPH,Consumer Cyclical,Residential Construction,2138269568.0,126825000.0,
AUM,,,,,'regularMarketOpen'
UMH,Real Estate,REIT—Residential,631898880.0,41709500.0,
WTR,,,,,'regularMarketOpen'
CBK,,,,,'regularMarketOpen'
JEC,,,,,'regularMarketOpen'
BONT,,,,,'regularMarketOpen'
SPPR,,,,,'regularMarketOpen'
STLD,Basic Materials,Steel,8231621632.0,210366000.0,
GEVO,Basic Materials,Specialty Chemicals,215330400.0,119628000.0,
CCC,Technology,Information Technology Services,17881790464.0,605956992.0,
CZR,Consumer Cyclical,Resorts & Casinos,14558562304.0,208276992.0,
CBI,,,,,'regularMarketOpen'
DNKN,Consumer Cyclical,Restaurants,8770828288.0,82417104.0,
LGF,,,,,'regularMarketOpen'
INCY,Healthcare,Biotechnology,17804376064.0,218996000.0,
HY,Industrials,Farm & Heavy Construction Machinery,936060800.0,12953400.0,
CSFL,,,,,'regularMarketOpen'
HDY,,,,,'regularMarketOpen'
PATK,Consumer Cyclical,Recreational Vehicles,1601774080.0,23363100.0,
CHGG,Consumer Defensive,Education & Training Services,10556060672.0,128811000.0,
SLI,,,,,'regularMarketOpen'
TXU,,,,,'regularMarketOpen'
CDTI,Consumer Cyclical,Auto Parts,1221160.0,4070530.0,
DDD,Technology,Computer Hardware,1229005696.0,124142000.0,
MAN,Industrials,Staffing & Employment Services,5198700032.0,57533200.0,
SHEN,Communication Services,Telecom Services,2230396416.0,49852400.0,
PRH,,,,,"BeautifulSoup4 (bs4) not found, please install it"
ROX,,,,,'regularMarketOpen'
EFX,Industrials,Consulting Services,22885914624.0,121643000.0,
SLB,Energy,Oil & Gas Equipment & Services,31933167616.0,1392029952.0,
UAL,Industrials,Airlines,14153135104.0,292662016.0,
UGA,,,,,'sector'
WNR,,,,,'regularMarketOpen'
BMS,,,,,'sector'
ALJ,,,,,'regularMarketOpen'
LXP,Real Estate,REIT—Diversified,2898325504.0,276952992.0,
ORLY,Consumer Cyclical,Specialty Retail,32452536320.0,72448400.0,
FIX,Industrials,Engineering & Construction,1859410304.0,36394800.0,
ISRG,Healthcare,Medical Instruments & Supplies,89341796352.0,117555000.0,
EXAR,,,,,'regularMarketOpen'
HDS,Industrials,Industrial Distribution,8665630720.0,155159008.0,
WHLR,Real Estate,REIT—Retail,26779672.0,9702780.0,
QEP,Energy,Oil & Gas E&P,588597056.0,242220992.0,
RLOC,,,,,'regularMarketOpen'
CG,Financial Services,Asset Management,10478361600.0,353520992.0,
RSTI,,,,,'regularMarketOpen'
HSFC,,,,,'regularMarketOpen'
FOE,Basic Materials,Specialty Chemicals,1153714304.0,82290600.0,
AGII,,,,,'regularMarketOpen'
IFT,,,,,'regularMarketOpen'
MBII,Basic Materials,Agricultural Inputs,199744848.0,152476992.0,
HTBK,Financial Services,Banks—Regional,528450272.0,59915000.0,
CPT,Real Estate,REIT—Residential,9346081792.0,97395600.0,
WIBC,,,,,'regularMarketOpen'
PTLA,,,,,'sector'
MAT,Consumer Cyclical,Leisure,5551238144.0,348040000.0,
HXL,Industrials,Aerospace & Defense,4326313984.0,83535696.0,
CACB,,,,,'regularMarketOpen'
COTY,Consumer Defensive,Household & Personal Products,5292389376.0,765902976.0,
CAB,,,,,'regularMarketOpen'
NBY,Healthcare,Biotechnology,28829994.0,41782600.0,
DGII,Technology,Communication Equipment,549457216.0,29035900.0,
ATU,,,,,'regularMarketOpen'
BIOF,,,,,'regularMarketOpen'
BOBE,,,,,'regularMarketOpen'
CGIX,Healthcare,Biotechnology,10785192.0,4085300.0,
IDCC,Communication Services,Telecom Services,1877970304.0,30806600.0,
DSFX,,,,,'regularMarketOpen'
EMMS,Communication Services,Broadcasting,22711476.0,12156800.0,
MNI,,,,,'regularMarketOpen'
PPBI,Financial Services,Banks—Regional,2820244480.0,94385696.0,
FRME,Financial Services,Banks—Regional,1961969280.0,54258000.0,
ODP,Consumer Cyclical,Specialty Retail,1399037312.0,52674600.0,
VNTV,,,,,'regularMarketOpen'
SFI,,,,,'regularMarketOpen'
EXAM,,,,,'regularMarketOpen'
IYSA,,,,,'regularMarketOpen'
PRKR,Technology,Semiconductors,27232530.0,52878700.0,
DAL,Industrials,Airlines,26619019264.0,637734016.0,
DMD,,,,,'regularMarketOpen'
LNC,Financial Services,Insurance—Life,9920292864.0,193264992.0,
AVX,,,,,'regularMarketOpen'
BIO,Healthcare,Medical Devices,16866114560.0,24740500.0,
OPXA,,,,,'regularMarketOpen'
PRXL,,,,,'regularMarketOpen'
SLCA,Energy,Oil & Gas Equipment & Services,488069984.0,73950000.0,
TRK,,,,,'regularMarketOpen'
HSTM,Healthcare,Health Information Services,641794240.0,31677900.0,
NATL,,,,,'regularMarketOpen'
WLK,Basic Materials,Specialty Chemicals,10654569472.0,127722000.0,
PLBC,Financial Services,Banks—Regional,127194280.0,5181030.0,
RST,,,,,'regularMarketOpen'
GT,Consumer Cyclical,Auto Parts,2424593408.0,233134000.0,
DEL,,,,,'regularMarketOpen'
HIG,Financial Services,Insurance—Diversified,16569179136.0,358329984.0,
PBIB,,,,,'regularMarketOpen'
TCCO,Technology,Communication Equipment,7235064.0,1850400.0,
GSIT,Technology,Semiconductors,171163728.0,23641400.0,
SNHY,,,,,'regularMarketOpen'
THRX,,,,,'regularMarketOpen'
SPA,,,,,'regularMarketOpen'
AEPI,,,,,'regularMarketOpen'
HSIC,Healthcare,Medical Distribution,9987180544.0,142768000.0,
EONC,,,,,'regularMarketOpen'
JOE,Real Estate,Real Estate—Diversified,2144500480.0,58882500.0,
ANSS,Technology,Software—Application,28787060736.0,85884096.0,
RRD,Industrials,Specialty Business Services,118524000.0,71400000.0,
WWAV,,,,,'regularMarketOpen'
BSET,Consumer Cyclical,"Furnishings, Fixtures & Appliances",180973888.0,9976510.0,
EFII,,,,,'regularMarketOpen'
DV,,,,,'regularMarketOpen'
POST,Consumer Defensive,Packaged Foods,6327783936.0,65880100.0,
ARC,Industrials,Specialty Business Services,61408200.0,43863000.0,
SHLM,,,,,'regularMarketOpen'
APU,,,,,'regularMarketOpen'
RPTP,,,,,'regularMarketOpen'
AFH,,,,,"BeautifulSoup4 (bs4) not found, please install it"
DTE,Utilities,Utilities—Regulated Electric,24208549888.0,193560000.0,
FPP,,,,,'regularMarketOpen'
LULU,Consumer Cyclical,Apparel Retail,44877979648.0,124921000.0,
MCZ,,,,,'regularMarketOpen'
RNN,,,,,'regularMarketOpen'
MCHX,Communication Services,Advertising Agencies,92199496.0,34909700.0,
LMOS,,,,,'regularMarketOpen'
CGEIU,,,,,'regularMarketOpen'
PWX,,,,,'regularMarketOpen'
NSYS,Technology,Electronic Components,12835870.0,2657530.0,
ALXA,,,,,'regularMarketOpen'
WSBF,Financial Services,Banks—Regional,454671904.0,25161700.0,
EDE,,,,,'regularMarketOpen'
ANAD,,,,,'regularMarketOpen'
PAY,,,,,'regularMarketOpen'
AGIO,Healthcare,Biotechnology,2334747904.0,69259800.0,
EE,,,,,'sector'
ROCK,Industrials,Building Products & Equipment,2235244032.0,32522100.0,
TIS,,,,,'regularMarketOpen'
CTB,Consumer Cyclical,Auto Parts,1944936320.0,50373900.0,
STCK,,,,,'regularMarketOpen'
NG,Basic Materials,Gold,3295151360.0,329912000.0,
DFRG,,,,,'regularMarketOpen'
EDR,,,,,'regularMarketOpen'
TXRH,Consumer Cyclical,Restaurants,5431446528.0,69482496.0,
CVCO,Consumer Cyclical,Residential Construction,1638065152.0,9188160.0,
DCO,Industrials,Aerospace & Defense,613259264.0,11714600.0,
FLIR,Technology,Scientific & Technical Instruments,5488418304.0,131145000.0,
TTS,,,,,'regularMarketOpen'
MGM,Consumer Cyclical,Resorts & Casinos,14907079680.0,493939008.0,
AREX,,,,,'regularMarketOpen'
RNG,Technology,Software—Application,31819251712.0,79327800.0,
SNH,,,,,'regularMarketOpen'
FCLF,,,,,'regularMarketOpen'
MSG,,,,,'regularMarketOpen'
HBCP,Financial Services,Banks—Regional,250487712.0,8755250.0,
LDL,Industrials,Specialty Industrial Machinery,532888672.0,17733400.0,
YHOO,,,,,'regularMarketOpen'
LUV,Industrials,Airlines,27081725952.0,590273024.0,
NC,Energy,Thermal Coal,212987888.0,5477220.0,
MGLN,Healthcare,Healthcare Plans,2047295616.0,25607200.0,
CCFI,,,,,'regularMarketOpen'
HOT,,,,,'regularMarketOpen'
DF,,,,,'regularMarketOpen'
SSNI,,,,,'regularMarketOpen'
ANCB,,,,,'regularMarketOpen'
TTC,Industrials,Tools & Accessories,9819821056.0,107297000.0,
TYL,Technology,Software—Application,18179366912.0,40326900.0,
FCNCA,Financial Services,Banks—Regional,5833379840.0,8811220.0,
CRI,Consumer Cyclical,Apparel Retail,3944433664.0,43647600.0,
GWW,Industrials,Industrial Distribution,21656647680.0,53668000.0,
SFG,,,,,'regularMarketOpen'
PG,Consumer Defensive,Household & Personal Products,338491572224.0,2479610112.0,
MKC,Consumer Defensive,Packaged Foods,24917542912.0,248696000.0,
IEP,Industrials,Conglomerates,11824578560.0,232082000.0,
XLRT,,,,,'regularMarketOpen'
B,Industrials,Specialty Industrial Machinery,2506573568.0,50617400.0,
AXLL,,,,,'regularMarketOpen'
GGP,,,,,'regularMarketOpen'
MLNK,,,,,'regularMarketOpen'
CYNO,,,,,'regularMarketOpen'
USMO,,,,,'regularMarketOpen'
VNX,,,,,'regularMarketOpen'
AFL,Financial Services,Insurance—Life,31497633792.0,702444992.0,
ISIS,,,,,'regularMarketOpen'
AVB,Real Estate,REIT—Residential,22666915840.0,139608992.0,
AUBN,Financial Services,Banks—Regional,153171728.0,3566220.0,
BKU,Financial Services,Banks—Regional,2979490304.0,92387296.0,
DGI,,,,,'regularMarketOpen'
CDR,Real Estate,REIT—Retail,127197032.0,13531600.0,
ORM,,,,,'regularMarketOpen'
COB,,,,,'regularMarketOpen'
VTUS,,,,,'regularMarketOpen'
UTIW,,,,,'regularMarketOpen'
CDI,,,,,'regularMarketOpen'
ACXM,,,,,'regularMarketOpen'
BMM,,,,,'regularMarketOpen'
COIN,,,,,'regularMarketOpen'
TRCH,Energy,Oil & Gas E&P,75727312.0,99641200.0,
XTEX,,,,,'regularMarketOpen'
